char_id,skin_id,fname,hash,path,thumb_url,full_url,local_path
1001,100101,Chr_icon_1001_100101_01.png,48av6cwfvk6b2c3anpnxlh29410sel3,3/38,https://patchwiki.biligame.com/images/umamusume/thumb/3/38/48av6cwfvk6b2c3anpnxlh29410sel3.png/150px-Chr_icon_1001_100101_01.png,https://patchwiki.biligame.com/images/umamusume/3/38/48av6cwfvk6b2c3anpnxlh29410sel3.png,images/chr_1001_100101.png
